id,skill_set,subcategory 
1370,"('interpreting', 'editing', 'proofreading')","Proofreading
"
1371,"('interpreting', 'editing', 'proofreading')","Novel / Short Story
"
1372,"('interpreting', 'editing', 'proofreading')","Document Typing
"
1373,"('interpreting', 'editing', 'proofreading')",Interpreter
1374,"('interpreting', 'editing', 'education')","Write Content
"
1375,"('interpreting', 'editing', 'education')","Translation
"
1376,"('interpreting', 'editing', 'education')","Proofreading
"
1377,"('interpreting', 'editing', 'education')","Novel / Short Story
"
1378,"('interpreting', 'editing', 'education')","Document Typing
"
1379,"('interpreting', 'editing', 'education')",Interpreter
1380,"('interpreting', 'editing', 'technical-translation')","Write Content
"
1381,"('interpreting', 'editing', 'technical-translation')","Translation
"
1382,"('interpreting', 'editing', 'technical-translation')","Proofreading
"
1383,"('interpreting', 'editing', 'technical-translation')","Novel / Short Story
"
1384,"('interpreting', 'editing', 'technical-translation')","Document Typing
"
1385,"('interpreting', 'editing', 'technical-translation')",Interpreter
1386,"('interpreting', 'editing', 'multilingual')","Write Content
"
1387,"('interpreting', 'editing', 'multilingual')","Translation
"
1388,"('interpreting', 'editing', 'multilingual')","Proofreading
"
1389,"('interpreting', 'editing', 'multilingual')","Novel / Short Story
"
1390,"('interpreting', 'editing', 'multilingual')","Document Typing
"
1391,"('interpreting', 'editing', 'multilingual')",Interpreter
1392,"('interpreting', 'blogging', 'translation')","Write Content
"
1393,"('interpreting', 'blogging', 'translation')","Translation
"
1394,"('interpreting', 'blogging', 'translation')","Proofreading
"
1395,"('interpreting', 'blogging', 'translation')","Novel / Short Story
"
1396,"('interpreting', 'blogging', 'translation')","Document Typing
"
1397,"('interpreting', 'blogging', 'translation')",Interpreter
1398,"('interpreting', 'blogging', 'editing')","Write Content
"
1399,"('interpreting', 'blogging', 'editing')","Translation
"
1400,"('interpreting', 'blogging', 'editing')","Proofreading
"
1401,"('interpreting', 'blogging', 'editing')","Novel / Short Story
"
1402,"('interpreting', 'blogging', 'editing')","Document Typing
"
1403,"('interpreting', 'blogging', 'editing')",Interpreter
1404,"('interpreting', 'blogging', 'social-media')","Write Content
"
1405,"('interpreting', 'blogging', 'social-media')","Translation
"
1406,"('interpreting', 'blogging', 'social-media')","Proofreading
"
1407,"('interpreting', 'blogging', 'social-media')","Novel / Short Story
"
1408,"('interpreting', 'blogging', 'social-media')","Document Typing
"
1409,"('interpreting', 'blogging', 'social-media')",Interpreter
1410,"('interpreting', 'blogging', 'creative-writing')","Write Content
"
1411,"('interpreting', 'blogging', 'creative-writing')","Translation
"
1412,"('interpreting', 'blogging', 'creative-writing')","Proofreading
"
1413,"('interpreting', 'blogging', 'creative-writing')","Novel / Short Story
"
1414,"('interpreting', 'blogging', 'creative-writing')","Document Typing
"
1415,"('interpreting', 'blogging', 'creative-writing')",Interpreter
1416,"('interpreting', 'blogging', 'proofreading')","Write Content
"
1417,"('interpreting', 'blogging', 'proofreading')","Translation
"
1418,"('interpreting', 'blogging', 'proofreading')","Proofreading
"
1419,"('interpreting', 'blogging', 'proofreading')","Novel / Short Story
"
1420,"('interpreting', 'blogging', 'proofreading')","Document Typing
"
1421,"('interpreting', 'blogging', 'proofreading')",Interpreter
1422,"('interpreting', 'blogging', 'education')","Write Content
"
1423,"('interpreting', 'blogging', 'education')","Translation
"
1424,"('interpreting', 'blogging', 'education')","Proofreading
"
1425,"('interpreting', 'blogging', 'education')","Novel / Short Story
"
1426,"('interpreting', 'blogging', 'education')","Document Typing
"
1427,"('interpreting', 'blogging', 'education')",Interpreter
1428,"('interpreting', 'blogging', 'technical-translation')","Write Content
"
1429,"('interpreting', 'blogging', 'technical-translation')","Translation
"
1430,"('interpreting', 'blogging', 'technical-translation')","Proofreading
"
1431,"('interpreting', 'blogging', 'technical-translation')","Novel / Short Story
"
1432,"('interpreting', 'blogging', 'technical-translation')","Document Typing
"
1433,"('interpreting', 'blogging', 'technical-translation')",Interpreter
1434,"('interpreting', 'blogging', 'multilingual')","Write Content
"
1435,"('interpreting', 'blogging', 'multilingual')","Translation
"
1436,"('interpreting', 'blogging', 'multilingual')","Proofreading
"
1437,"('interpreting', 'blogging', 'multilingual')","Novel / Short Story
"
1438,"('interpreting', 'blogging', 'multilingual')","Document Typing
"
1439,"('interpreting', 'blogging', 'multilingual')",Interpreter
1440,"('interpreting', 'social-media', 'translation')","Write Content
"
1441,"('interpreting', 'social-media', 'translation')","Translation
"
1442,"('interpreting', 'social-media', 'translation')","Proofreading
"
1443,"('interpreting', 'social-media', 'translation')","Novel / Short Story
"
1444,"('interpreting', 'social-media', 'translation')","Document Typing
"
1445,"('interpreting', 'social-media', 'translation')",Interpreter
1446,"('interpreting', 'social-media', 'editing')","Write Content
"
1447,"('interpreting', 'social-media', 'editing')","Translation
"
1448,"('interpreting', 'social-media', 'editing')","Proofreading
"
1449,"('interpreting', 'social-media', 'editing')","Novel / Short Story
"
1450,"('interpreting', 'social-media', 'editing')","Document Typing
"
1451,"('interpreting', 'social-media', 'editing')",Interpreter
1452,"('interpreting', 'social-media', 'blogging')","Write Content
"
1453,"('interpreting', 'social-media', 'blogging')","Translation
"
1454,"('interpreting', 'social-media', 'blogging')","Proofreading
"
1455,"('interpreting', 'social-media', 'blogging')","Novel / Short Story
"
1456,"('interpreting', 'social-media', 'blogging')","Document Typing
"
1457,"('interpreting', 'social-media', 'blogging')",Interpreter
1458,"('interpreting', 'social-media', 'creative-writing')","Write Content
"
1459,"('interpreting', 'social-media', 'creative-writing')","Translation
"
1460,"('interpreting', 'social-media', 'creative-writing')","Proofreading
"
1461,"('interpreting', 'social-media', 'creative-writing')","Novel / Short Story
"
1462,"('interpreting', 'social-media', 'creative-writing')","Document Typing
"
1463,"('interpreting', 'social-media', 'creative-writing')",Interpreter
1464,"('interpreting', 'social-media', 'proofreading')","Write Content
"
1465,"('interpreting', 'social-media', 'proofreading')","Translation
"
1466,"('interpreting', 'social-media', 'proofreading')","Proofreading
"
1467,"('interpreting', 'social-media', 'proofreading')","Novel / Short Story
"
1468,"('interpreting', 'social-media', 'proofreading')","Document Typing
"
1469,"('interpreting', 'social-media', 'proofreading')",Interpreter
1470,"('interpreting', 'social-media', 'education')","Write Content
"
1471,"('interpreting', 'social-media', 'education')","Translation
"
1472,"('interpreting', 'social-media', 'education')","Proofreading
"
1473,"('interpreting', 'social-media', 'education')","Novel / Short Story
"
1474,"('interpreting', 'social-media', 'education')","Document Typing
"
1475,"('interpreting', 'social-media', 'education')",Interpreter
1476,"('interpreting', 'social-media', 'technical-translation')","Write Content
"
1477,"('interpreting', 'social-media', 'technical-translation')","Translation
"
1478,"('interpreting', 'social-media', 'technical-translation')","Proofreading
"
1479,"('interpreting', 'social-media', 'technical-translation')","Novel / Short Story
"
1480,"('interpreting', 'social-media', 'technical-translation')","Document Typing
"
1481,"('interpreting', 'social-media', 'technical-translation')",Interpreter
1482,"('interpreting', 'social-media', 'multilingual')","Write Content
"
1483,"('interpreting', 'social-media', 'multilingual')","Translation
"
1484,"('interpreting', 'social-media', 'multilingual')","Proofreading
"
1485,"('interpreting', 'social-media', 'multilingual')","Novel / Short Story
"
1486,"('interpreting', 'social-media', 'multilingual')","Document Typing
"
1487,"('interpreting', 'social-media', 'multilingual')",Interpreter
1488,"('interpreting', 'creative-writing', 'translation')","Write Content
"
1489,"('interpreting', 'creative-writing', 'translation')","Translation
"
1490,"('interpreting', 'creative-writing', 'translation')","Proofreading
"
1491,"('interpreting', 'creative-writing', 'translation')","Novel / Short Story
"
1492,"('interpreting', 'creative-writing', 'translation')","Document Typing
"
1493,"('interpreting', 'creative-writing', 'translation')",Interpreter
1494,"('interpreting', 'creative-writing', 'editing')","Write Content
"
1495,"('interpreting', 'creative-writing', 'editing')","Translation
"
1496,"('interpreting', 'creative-writing', 'editing')","Proofreading
"
1497,"('interpreting', 'creative-writing', 'editing')","Novel / Short Story
"
1498,"('interpreting', 'creative-writing', 'editing')","Document Typing
"
1499,"('interpreting', 'creative-writing', 'editing')",Interpreter
1500,"('interpreting', 'creative-writing', 'blogging')","Write Content
"
1501,"('interpreting', 'creative-writing', 'blogging')","Translation
"
1502,"('interpreting', 'creative-writing', 'blogging')","Proofreading
"
1503,"('interpreting', 'creative-writing', 'blogging')","Novel / Short Story
"
1504,"('interpreting', 'creative-writing', 'blogging')","Document Typing
"
1505,"('interpreting', 'creative-writing', 'blogging')",Interpreter
1506,"('interpreting', 'creative-writing', 'social-media')","Write Content
"
1507,"('interpreting', 'creative-writing', 'social-media')","Translation
"
1508,"('interpreting', 'creative-writing', 'social-media')","Proofreading
"
1509,"('interpreting', 'creative-writing', 'social-media')","Novel / Short Story
"
1510,"('interpreting', 'creative-writing', 'social-media')","Document Typing
"
1511,"('interpreting', 'creative-writing', 'social-media')",Interpreter
1512,"('interpreting', 'creative-writing', 'proofreading')","Write Content
"
1513,"('interpreting', 'creative-writing', 'proofreading')","Translation
"
1514,"('interpreting', 'creative-writing', 'proofreading')","Proofreading
"
1515,"('interpreting', 'creative-writing', 'proofreading')","Novel / Short Story
"
1516,"('interpreting', 'creative-writing', 'proofreading')","Document Typing
"
1517,"('interpreting', 'creative-writing', 'proofreading')",Interpreter
1518,"('interpreting', 'creative-writing', 'education')","Write Content
"
1519,"('interpreting', 'creative-writing', 'education')","Translation
"
1520,"('interpreting', 'creative-writing', 'education')","Proofreading
"
1521,"('interpreting', 'creative-writing', 'education')","Novel / Short Story
"
